@relation feature_vector

@attribute alpha_one numeric
@attribute alpha_two numeric
@attribute alpha_three numeric
@attribute alpha_four numeric
@attribute alpha_five numeric
@attribute alpha_six numeric
@attribute watermarked {1,0}

@data
12.19,11.99,11.45,7.02,31.14,171.4,0
35,146.19,144.71,27.94,23.89,27.45,0
176.61,1.07,71.42,2.88,3.03,3.15,0
5.39,177.98,6.67,5.5,7.22,5.28,0
10.92,4.47,4.48,5.26,5.22,14.38,0
152.19,152.06,152.56,16.43,16.21,27.11,0
15.47,15.67,6.64,41.04,160.78,8.91,0
11.88,163.01,16.39,8.19,3.77,5.19,0
63.72,147.09,27.34,20.05,27.24,148.15,0
6.28,5.44,5.13,3.37,18.76,173.37,0
5.91,3.04,3.42,3.83,3.26,5.11,0
3.07,3.72,3.34,177.2,158.26,174.84,0
67.66,111.86,110.68,67.06,63.39,62.22,0
16.72,5.59,6,176.24,6.23,17.33,0
4.58,2.67,4.03,3.61,177.08,57.38,0
1.43,2.68,3.64,1.51,5.55,6.95,0
4.02,2.62,0.86,3.07,176.92,3.21,0
3.29,179.32,4.04,5.54,171.14,9.68,0
174.32,0.79,1.07,1.21,2.64,19,0
169.32,11.92,5.35,7.51,167.56,167.78,1
159.07,158.53,14.27,14.07,20.66,159.34,0
3.59,5.91,5.4,169.57,12.12,8,0
22.19,27.27,16.95,11.96,168.12,52.52,0
9.48,8.86,8.32,13.16,1.59,8.4,0
119.23,170.82,7.92,3.04,4.46,7.44,0
4.28,4.28,177.28,7.82,2.74,2.79,0
19.5,16.32,6.39,160.28,164.4,124.12,0
55.35,172.62,171.04,45.63,17.14,14.58,0
3.27,2.57,3.3,2.77,3.12,3.68,0
30.69,21.64,16.78,28.26,114.61,144.05,0
73,15.57,160.62,65.37,17.54,164.62,0
1.68,4.59,175.38,3.64,2.21,2.01,0
3.12,2.06,4.11,5.37,174.37,6.19,0
175.22,15.86,9.66,6.78,85.49,169.97,1
128.29,15.26,15.06,10.16,13,165.88,0
11.16,126.51,75.33,6.12,28.35,32.42,0
68.55,53.72,102.48,113.79,51.81,75.96,0
15.03,7.33,11.46,12.44,163.6,12.65,0
10.17,11.24,7.37,13.24,116.03,168.26,0
23.12,165.81,13.59,11.89,11.4,23.28,0
173.6,38.57,15.15,17.23,16.95,11.34,0
155.91,24.67,15.44,17,150.25,88.39,1
8.8,8.38,173.8,8.42,3.61,5.77,0
8.67,174.41,125.63,5.9,3.79,5.62,0
1.42,4.97,3.71,16.45,163.29,18.2,0
161.38,22.21,157.75,22.8,61.08,157.32,1
81.39,166.36,13.76,6.06,2.21,4.04,0
54.11,120.36,67.39,125.32,54.57,51.57,0
2.83,6.04,4.89,172.1,8.08,52.47,0
1.5,1.32,3.67,6.44,171.91,177.49,0
7.05,175.67,178.64,3.79,2.24,2.56,0
126.46,49.67,123.29,124.11,49.15,45.2,0
112.71,11.33,10.1,16.7,18.15,151.84,0
2.01,1.67,177.71,4.75,2.23,2.92,0
10.81,6.36,2.51,4.26,7.45,171.82,0
174.34,62.84,3.58,5.04,174.99,178.25,1
50.81,170.21,170.92,5.8,11.64,11.45,0
172.96,1.94,6.53,8.56,168.32,50.81,1
143.6,21.01,78.69,144.59,17.54,67.21,0
75.5,36.7,66.64,105.66,107.17,103.8,0
9.61,5.83,174.17,2.3,2.85,7.01,0
142.19,135.55,32.76,147.52,111.97,39.21,0
163.93,6.08,12.22,2.46,178.63,167.75,1
8.91,11.34,10.01,10,20.73,172.6,0
14.94,5.24,8.09,6.37,4.1,175.43,0
11.54,67.03,174.51,6.54,10.21,9.64,0
19.17,171.88,11.02,5.3,6.58,7.3,0
5.52,172.61,179.89,1.81,1.46,3.48,0
176.99,166.58,3.01,2.62,3.72,4.24,0
14.69,7.51,167.87,171.96,170.76,9.4,0
24.05,11.21,20.8,27.36,141.65,17.71,0
2.29,3.68,3.21,3.31,3.33,3.08,0
11.83,54.88,141.8,89.8,27.25,18.99,0
13.6,2.1,5.05,16.73,6.3,171.41,0
4.58,3.27,1.8,5.16,7.21,178.98,0
144.21,143.99,93.68,26.29,25.85,35.55,0
2.83,2.36,4.4,4.51,1.97,2.77,0
21.41,6.86,8.44,115.75,166.84,164.29,0
174.82,3.21,171.57,176.38,7.44,101.12,0
169.79,118.12,168.53,9.84,4,21.21,0
5.14,173.77,6.73,0.31,4.23,5.46,0
10.75,169.64,6.48,172.76,5.33,7.28,0
41.43,42.37,137.64,37.66,136.57,41.28,0
9.83,11.9,3.83,9.16,4.72,3.03,0
109.07,176.03,4.4,2.29,5.2,177.49,0
177.26,3.48,4.58,6.4,4.5,175.87,0
3.28,2.55,2.24,2.5,177.72,8.14,0
173.89,3.88,6.57,5.96,7.53,60.95,0
2.18,2.32,5.9,13.27,166.51,2.45,0
11.76,10.64,6.65,5.69,17.63,168.34,0
5.46,6.15,2.94,3.91,4.1,10.54,0
3.93,4.69,173.91,2.81,173.91,119.96,0
178.34,171.82,4.69,2.37,14.18,169.4,0
13.22,4.28,4.81,5.43,2.76,5.54,0
53.37,23.43,23.18,156.91,28.14,53.3,0
4.48,1.41,2.88,8.39,173.44,4.98,0
16.55,14.87,61.6,162.21,14.82,17.76,0
4.7,2.62,8.36,5.54,171.44,12,0
3.96,2.25,1.55,4.24,3.56,3.55,0
11.06,59.07,161.06,8.06,10.8,10.81,0
2.23,1.18,3.12,6.16,174.03,6.48,0
165.7,165.19,13.38,9.11,10.25,168.54,0
96.85,28.47,29.32,31.89,27.85,128.96,0
176.72,4.38,2,1.97,1.6,4.45,0
1.95,2.07,1.96,2.61,2.08,2.81,0
5.69,163.71,15.42,8.12,6.74,4.93,0
62.96,162.79,158.67,15.09,14.76,13.43,0
125.56,136.05,33.2,116.54,86.89,33.71,0
28.76,26.33,143.06,83.4,24.85,132.67,0
5.53,9.11,169.63,22.51,5.17,5.31,0
46.98,126.89,53.82,50.55,128.54,50.23,0
169.85,14.41,12.77,165.61,52.93,4.13,0
11.31,7.77,7.43,2.93,12.15,172.09,0
118.59,88.47,50.25,66.01,71.98,61.51,0
12.45,5.88,3.98,6.72,6.45,5.87,0
2.49,4.71,4.25,4.92,167.34,171.59,0
171.24,11.12,2.87,9.44,1.26,66.25,0
154.61,13.33,10.13,9.53,15.63,14.34,0
72.62,5.96,5.63,154.75,123.05,4.2,0
2.85,2.41,1.59,179.34,1.51,2.52,0
177.93,169.16,6.58,176.78,4.08,1.42,0
106.5,158.47,15.79,24.49,157.07,18.64,0
5.06,4.33,4.91,3.96,3.49,3.14,0
3.25,2.92,1.98,3.5,3.5,2.47,0
71.66,14.09,162.39,31.48,12.19,158.24,0
12.99,6.99,14.05,29.17,154.47,15.25,0
5.52,2.15,167.92,9.88,8.59,5.3,0
2.73,2.01,2.47,2.61,4.34,4.31,0
7.67,10.12,166.85,5.38,3.21,6.68,0
19.59,11.79,27.55,160.88,144.94,43.15,0
150.43,161.51,156.74,25.73,24.75,30.46,0
8.54,5.3,20.85,168.45,6.04,8.35,0
12.52,7.47,2.36,178.13,106.4,173.64,0
4.73,5.24,6.99,170.33,29.84,4.55,0
8.52,10.16,12.41,168.4,10.91,8.47,0
76.16,4.43,174.46,7.15,19.92,164.9,0
4.21,3.58,3.46,2.91,2.79,4.93,0
3.74,173.37,5.18,4.06,2.72,5.04,0
4.38,4,4.55,4.46,1.61,4.96,0
13.06,11.64,10.89,2.89,177.24,153.78,0
72.32,109.76,17.09,64.83,114.11,68.79,0
2.23,4.46,2.83,2,2.55,2.73,0
19.56,13.88,14.12,14.56,169.52,93.03,0
9.76,3.12,3.25,3.9,10.87,170.12,0
8.81,1.36,2.85,2.76,3.57,8.57,0
10.9,7.26,7.98,168.13,11.7,11.36,0
175.97,4.63,4.9,1.48,3.5,3.95,0
5,3.78,3.74,1.71,172.29,7.35,0
174.7,6.07,1.12,6.73,5.88,161.18,0
5.5,175.47,5.04,0.23,0.56,1.86,0
3.58,170.93,7.69,5.11,4.91,4.28,0
154.24,155.64,14.38,8.33,8.46,166.75,0
71.06,10.65,12.14,164.23,158.24,166.87,0
10.01,4.18,2.11,6.99,174.32,13.37,0
4.93,37.33,174.15,5.2,7.24,5.62,0
174.85,91.14,2.54,5.62,14.16,9.09,0
175.48,4.76,1.45,5,175.55,73.3,1
1.6,1.16,0.84,3.99,175.91,4.47,0
6.95,173.72,1.61,1.59,2.13,2.04,0
16.25,5.2,174.64,6.84,6.73,16.2,0
28.27,150.48,144.4,143.8,30.32,29.09,0
22.31,21.27,156.52,141.5,108.8,23.49,0
1.72,2.27,2.47,3.23,5.13,2.09,0
7.91,8.39,6.18,6.91,15.63,167.36,0
149.05,153.72,25.97,148.64,73.51,27.52,0
95.27,89.5,138.77,78.7,75.56,100.91,0
161.07,170.37,165.69,8.48,9.27,14.61,0
4.46,5.3,5.91,1.61,5.67,5.04,0
8.33,97.63,145.61,6.15,20.67,20.87,0
35.65,29.33,52.7,143.3,145.76,33.76,0
172.34,10.81,4.97,169.97,56.1,11.62,0
46.36,46.21,127.89,124.8,123.2,78.37,0
9.3,174.63,7.42,4.2,5.59,8.21,0
23.62,25.19,26.15,155.12,48.21,13.24,0
15.82,16.97,11.3,34.04,157.26,117.22,0
161.88,168.14,3.78,70.79,10.69,13.35,0
9.19,9.28,6.07,4.86,4.97,8.78,0
92.02,149.28,15.26,10.68,12.86,10.26,0
9.06,2.42,2.66,178.75,2,11.21,0
157.12,3.65,177.59,166.41,3.64,176.88,0
1.7,2.66,1.13,3.94,178.78,1.37,0
6.86,4.64,4.78,4.77,171.88,139.77,0
9.58,0.38,1.48,2.52,1.89,175,0
3.34,3.64,3.47,2.75,3.85,4.13,0
171.79,9.61,16.22,6.2,6.45,106.22,0
168.62,7.14,3.92,4.58,4.03,122.05,0
25.74,157.72,157.98,122.3,12.91,12.36,0
10.98,8.36,5.19,163.24,82.08,2.65,0
2.8,4.51,5.7,173.95,2.68,4.86,0
31.78,64.87,155.41,25.96,72.99,136.75,0
6.53,3.31,22.93,165.14,165.95,11.82,0
164.61,165.64,166.51,11.08,7.21,14.94,0
170.9,5.6,5.09,12.66,167.93,167.32,1
12.61,12.88,10.52,7.97,16.32,167.06,0
22.4,159.59,19.01,161.56,6.11,6.3,0
13.55,12.68,167.91,129.74,172.26,9.3,0
134.9,5.59,4.85,5.71,9.49,174.58,0
175.59,140.73,6.2,7.6,8.26,2.48,0
2.42,1.98,71.49,175.24,5.52,2.14,0
2.62,4.51,4.83,3.18,3.9,3.99,0
165.58,139.71,9.45,169.91,15.03,6.25,0
5.39,4.02,178.27,6.89,4.01,3.52,0
3.49,2.42,5.5,179.1,2.07,3.78,0
14.34,177.76,1.66,6.92,2.89,5.08,0
15.04,16.97,15.17,12.57,160.24,25.9,0
174.38,7.32,5.81,4.56,6,11,0
51.07,174.26,9.09,7.67,9.02,10.67,0
6.39,6.48,6.26,11.2,167.16,11.46,0
0.52,4.26,3.97,1.22,68.55,175.54,0
51.88,157.49,23.19,32.68,24.8,36.02,0
9.32,3.56,1.87,0.89,4.21,172.39,0
4.52,9.3,7.28,6.04,6.14,9,0
16.25,77.34,6.38,92.41,9.46,104.34,0
10.29,0.91,4.28,2.96,174.37,174.41,0
1.56,3.98,177.99,172.84,1.95,178.05,0
12.88,6.54,10.13,173.51,10.37,177.24,0
114.82,54.66,108.16,155.31,59.4,97.18,0
15.33,29.63,18.57,109.07,18.33,75.15,0
1.39,0.83,1.08,0.95,3.21,176.72,0
164.29,12.35,13.12,6.99,6.62,53.2,0
124.6,157.27,10.89,19.54,175.9,4.31,0
8.06,2.23,2.57,5.66,172.22,7.75,0
59.95,151.06,150.84,29.23,21.31,11.2,0
151.55,18.41,34.52,152.9,26.09,95.93,0
15.94,83.29,8.89,171.6,156.02,157.79,0
177.57,15.53,1.94,5.06,174.79,174.45,1
134.57,164.63,17.04,8.04,1.78,4.5,0
3.39,179.42,5.08,4.58,4.06,4.08,0
173.46,177.09,2.91,2.91,1.9,72.48,0
46.44,169.86,9.38,5.1,11.84,21.83,0
9.62,8.76,5.22,175.7,3.81,9.68,0
154.17,148.92,3.1,11.13,27.2,22.91,0
2.82,3.7,175.13,4.82,2.7,2.96,0
167.47,9.99,61.77,6.08,8.61,9.47,0
92.32,0.54,7.89,4.99,5.42,159.34,0
72.06,161.41,19.46,25.18,7.94,10.28,0
154.54,162.81,164.76,10.47,14.91,26.21,0
173.48,171.84,10.75,2.75,2.85,175.88,0
7.29,167.25,11.93,5.35,3.58,6.06,0
3.49,2.41,5.92,174.85,6.88,2.6,0
17.33,171.62,170.85,12.57,5.15,6.79,0
3.04,2.11,1.1,3,176.6,2.9,0
5.4,178.76,173.72,2.03,3.32,8.39,0
166.14,14.51,6.28,15.12,164.77,165.06,1
2.68,1.76,1.79,178.22,2.32,2.3,0
6.37,6.43,6.91,5.04,5.93,6.49,0
3.9,2.64,1.7,173.16,5.64,4.14,0
22.93,19.62,19.62,153.22,88.14,24.25,0
88.59,110.06,70.14,107.1,60.68,60.87,0
4.38,4.38,9.85,9.6,169.47,67.24,0
175.58,2.13,2.4,5.54,3.43,175.24,0
6.88,7.1,7.15,6.58,176.64,20.44,0
2.82,2.89,1.01,1.5,1.48,1.74,0
24.46,172.5,173.1,149.26,1.28,1.72,0
4.08,5.17,4.78,5.36,178.18,2.71,0
10.96,16.7,17.82,57.75,154.93,19.58,0
2.01,173.66,6.34,5.44,3.47,3.31,0
15.15,11.38,163.97,161.59,79.23,6.65,0
6.25,3.18,6.94,5.87,2.08,7.44,0
5.07,5.64,6.24,1.01,1.62,3.82,0
9.86,4.52,1.58,168.16,7.77,7.61,0
3.67,165.96,13.7,6.83,1.5,2.71,0
3.73,3.36,5.08,175.89,74.8,4.38,0
101.79,172,5.59,3.69,5.37,165.76,0
156.45,162.76,14.42,160.1,15.73,15.05,0
13.29,10.91,169.56,70.62,167.94,13.74,0
2.14,3.66,176.31,1.2,0.56,0.9,0
82.4,102.99,92.64,82.35,13.26,83.68,0
55.66,6.24,13.68,21.84,166.59,163.19,0
14.09,4.8,2.23,2.1,9.87,175.93,0
12.26,3.63,8.01,5.3,1.05,11.94,0
68.21,164.05,14.81,11.46,160.29,15.46,0
1.72,6.26,4.06,1.87,4.56,4.2,0
66.07,10.01,171.17,77.13,16.3,166.5,0
174.9,84.43,4,2.86,7.06,3.14,0
17.32,25.76,172.06,8.23,24.95,160.72,0
107.24,151.74,29.4,22.15,31.49,149.53,0
172.57,5.76,176.63,2.46,5.95,174.36,0
6.64,169.63,119.34,7.28,8.48,5.69,0
170.59,82.81,6.3,6.77,8.38,14.86,0
3.05,3.42,2.14,1.96,177.58,2.82,0
10.77,12,6.66,6.26,7.17,172.98,0
88.36,4.15,4.6,10.71,5.14,171.9,0
22.91,95.32,154.53,24.41,76.66,157.89,0
2.98,1.33,98.44,3.73,78.53,1,0
2.41,2.29,1.26,0.93,2.14,2.78,0
70.72,11.55,142.99,130.45,137.54,50.29,0
4.41,4.98,174.79,4.63,3.23,3.03,0
2.53,2.66,1.51,178.43,2.94,2.92,0
163.42,159.84,22.55,3.27,14.89,162.93,0
168.84,20.45,14.48,161.71,27.16,13.18,0
166.84,13.07,74.73,172.6,5.85,67.76,0
96.71,8.11,8.9,7.02,5.24,174.99,0
179.33,174.83,3.8,0.92,2.42,3.3,0
177.43,171.68,77.83,7.9,9.96,24.11,0
10.1,10.28,8.14,15.57,28.88,172.95,0
7.31,170.52,9.24,3.62,5.72,4.96,0
57.79,45.01,115.51,113.97,49.42,54.5,0
23.69,154.96,19.71,161.91,3.71,11.57,0
1.07,146.74,126.75,2.92,31.74,30.34,0
111.56,64.45,103.09,108.08,66.45,82.71,0
25.7,15.63,10.6,145.29,99.51,152.72,0
117.94,158.81,155.84,19.35,18.77,22.15,0
167.67,6.92,5.97,4.45,7.19,165.94,0
150.51,26.71,21.99,149.05,28.47,153.65,0
16.55,4.92,5.13,175.19,173.04,169.26,0
177.67,176.79,3.07,3.27,1.97,2.47,0
105.92,4.38,178.06,2.25,1.67,178.3,0
1.92,2.66,2.67,2.36,3.25,2.85,0
162.56,18.46,24.04,24.71,153.18,29.61,1
123.2,168.18,16.65,18.76,14.15,20.17,0
29.11,151.35,89.79,27.95,152.57,99.28,0
14.36,6.17,163.97,108.1,13.9,165.94,0
2.59,1.75,1.98,2.91,5.04,4.66,0
5.03,5.19,1.57,1.05,0.64,4.53,0
0.85,176.94,1.19,0.69,178.8,1.16,0
171.65,6.84,4.72,3.22,177.7,58.26,1
62.27,8.93,9.49,7.04,6.29,176.71,0
7.43,5.88,10.24,6.82,6.01,5.19,0
10.75,3.24,172.57,13.12,3.09,9.08,0
78.97,120.57,63.03,20.39,76.7,59.22,0
154.85,3.06,10.91,4.11,4.83,57.07,0
1.73,9.63,10.86,2.96,15.81,10.87,0
92.44,90.07,69.64,91.76,87.34,83.88,0
9.38,3.59,2.41,77.5,6.12,173.03,0
2.52,2.47,3.5,2.42,6.26,6.32,0
1.76,88.39,2.35,91.39,4.68,4.79,0
21.96,160.81,24.32,165.21,5.88,10.52,0
1.54,1.16,0.91,2.76,4.36,0.97,0
3.74,1.12,177.37,2.93,2.44,5.2,0
6.08,12.06,17.39,14.5,15.79,15.6,0
94.11,7.45,12.74,15.71,13.29,160.86,0
3.84,1.46,2.25,176.2,179.61,178.2,0
176.46,5.14,2.67,1.74,3.07,5.42,0
74.53,10.56,14.34,103.59,160.52,158.71,1
1.54,3.91,178.48,2.24,1.54,1.41,0
66.94,61.35,122.19,121.81,57.5,25.47,0
8.21,167.86,11.92,4.23,7.58,8.68,0
166.76,63.59,7.53,6.08,173.08,170.46,1
4.06,11.33,173.31,4.76,5.01,4.57,0
151.26,150,23.05,22.32,152.73,152.59,0
6.3,1.92,2.12,2.56,106.35,176.63,0
6.05,4.21,174.95,10.75,4.24,4.86,0
155.57,19.04,16.18,152,32.09,121.15,0
153.2,127.49,28.15,27.29,61.61,155.12,0
161.95,158.44,21.83,20.47,140.39,157.15,0
169.74,30.97,50.33,57.18,30.01,29.59,0
154.47,9.56,168.55,168.76,14.25,160.52,0
177.23,86.56,2.84,2.78,3.18,2.8,0
175.82,177.51,2.04,167.33,162.98,2.97,0
6.68,6.96,5.03,177.86,9.28,5.52,0
17.4,15.18,165.05,15.61,11.1,22.25,0
162.49,158.28,17.41,27.79,23.18,154.7,0
5.22,137.84,173.19,0.84,1.6,8.94,0
16.84,9.51,12.4,168.41,169.66,160.22,0
2.91,2.31,1.8,4.53,175.31,2.97,0
21.3,20.08,22.3,152.51,74.61,158.42,0
137.79,106.38,59.29,67.16,129.16,54.56,0
6.56,3.97,4.1,7.1,171.6,6.12,0
2.73,11.43,168.37,10.69,165.41,2.7,0
96.08,164.38,16.54,8.77,157.98,20.42,0
10.31,0.97,4.04,3.7,5.44,10.59,0
168.45,3.72,3.52,10.56,7.36,161.88,0
1.06,5.99,3,156.51,2.19,85.08,0
172.74,8.76,8.86,6.1,6,14.21,0
80.76,19.76,13.5,98.17,155.76,160.35,1
58.29,37.64,131.84,123.23,35.55,136.12,0
13.96,15.17,165.14,146.65,18.92,15.81,0
2.76,3.27,176.76,5.16,4.29,4.59,0
6.08,167.19,7.15,6.46,2.28,4.87,0
6.26,167.77,14.16,5.67,3.09,5.49,0
2.75,1.47,1.17,1.12,1.63,1.91,0
177.46,8.9,4.27,3.76,3.79,4,0
171.85,7.37,171.04,10.14,2.85,6.88,0
3.33,175.77,171.29,3.37,3.76,4.24,0
11.07,11.28,12.25,7.06,9.56,12.62,0
62.55,63.69,108.07,90.93,79.34,102.37,0
163.07,15.28,19.5,6.53,7.69,171.57,0
12.58,13.54,166.55,4.33,164.47,13.04,0
150.79,27.71,24.43,21.97,8.86,125.59,0
87.89,91.03,77.42,58.36,81.62,130.39,0
56.29,2,1.14,1.36,2.55,1.33,0
119.35,51.51,46.38,51.87,128.92,132.55,1
2.85,2.91,177.16,169.33,9.7,11.46,0
15.15,12.67,6.88,165.07,129.22,8.25,0
165.45,3.5,17.46,8.15,5.35,64.74,0
175.36,3.78,5.31,3.67,5.35,73.21,0
6.45,4.54,6.84,7.93,171.21,12.42,0
20.81,8.45,171.07,15.84,8.19,20.86,0
8.03,83.69,174.43,8.25,85.35,170.84,0
174.57,6.59,2.31,2.44,2.71,3.76,0
0.74,176.07,4.57,175.47,3.9,2.69,0
3.98,3.66,4.27,6.73,4.97,6.06,0
6.49,3.07,2.88,0.4,7.13,5.13,0
168.26,10.9,11,56.42,9.59,18.51,0
150.41,12.54,62.8,19.78,14.34,34.19,0
7.9,172.01,4.97,2.28,6.66,4.54,0
74.03,63.29,114.19,108.48,34.26,70.07,0
43.2,43.18,43.51,54.84,135.19,131.81,0
12.16,4.86,6.21,52.91,18.84,161.45,0
7.13,22.66,22.81,148.82,23.53,13.3,0
2.31,2.82,2.68,1.2,1.8,1.72,0
152.34,150.99,151.01,28.4,24.57,25.3,0
58.5,61.43,60.94,118.27,112.47,123.25,0
109.31,101.94,69.58,117.55,61.25,126.67,0
2.61,2.68,2.36,11.26,168.32,11.01,0
5.76,3.58,3.9,10.12,170.84,6.46,0
96.07,176.54,3.68,1.66,0.6,0.98,0
172.26,170.52,9.36,3.93,7.58,172.45,0
2.26,1.99,1.64,178.91,3.03,3.28,0
2.62,2.65,113.87,174.1,5.13,6.62,0
52.08,147.8,152.04,50.7,21.73,17.52,0
167.76,10.69,20.37,10.65,9.92,16.46,0
163.62,33.23,10.65,11.57,12.94,11.68,0
8.32,6.87,3.72,4.9,4.84,6.68,0
25.15,21.03,159.54,164.97,8.34,3.59,0
141.64,24.69,39.48,139.07,32.7,145.06,0
10.07,17.76,169.99,6.87,6.37,8.29,0
4.83,11.3,173.42,8.76,159.27,174.83,0
141.28,138.77,130.88,39.18,37.54,42.16,0
76.47,72.62,17.03,14.62,173.26,6.36,0
78.45,70.87,71.09,24.87,28.61,99.51,0
15.89,11.08,162.35,30.87,10.53,14.26,0
2.36,2.07,1.67,1.72,2.33,2.13,0
8.04,0.45,0.46,177.08,3.84,5.86,0
172.95,2.31,4.23,3.99,5.78,172.3,0
5.72,8.84,8.98,9.15,137.34,15.49,0
5.81,5.01,17.4,157.57,157.77,118.52,0
10.06,1.85,13.17,2.47,63.17,2.48,0
3.03,177.73,3.12,0.97,2.98,3.35,0
12.3,4.64,4.52,169.06,162.05,7.83,0
142.38,173.81,5.29,4.1,9.98,171.57,0
174.43,169.52,4.96,176.76,3.67,2.87,0
7.79,170.31,11.59,3.65,5.97,8.09,0
76.38,62.82,17.11,18.54,162.73,102.28,0
1.99,2.61,177.61,3.94,176.35,4.99,0
104.58,170.6,167.21,12.27,10.11,11.33,0
119.89,109.85,76.46,105.36,31.14,58.75,0
1.5,0.82,1.36,2.65,1.12,1.13,0
4.34,5.8,5.14,175.63,4.09,4.24,0
12.85,163.25,171.99,16.29,17.27,11.01,0
162.4,17.51,9.95,16.26,163.09,162.12,1
174.95,4.36,9.46,4.69,4.61,1.72,0
179.25,1.7,2.18,1.62,8.94,174.01,0
4.63,7.62,173.3,6.27,3.34,5.8,0
3.82,2.77,178.66,2.71,1.22,4.08,0
1.92,1.97,2.23,1.85,1.86,1.79,0
15.49,14.91,10.85,30.54,164.14,11.11,0
6.3,4.97,176.72,17.86,5.04,174.94,0
8.67,3.24,2.6,4.03,3.37,176.2,0
177.73,51.06,1.33,0.93,1.15,2.08,0
4.13,4.18,2.6,2.67,5.15,176.51,0
1.8,2.01,2.35,3.03,174.86,4.52,0
1.5,1.36,0.78,2.4,177.43,3.08,0
21.54,23.96,11.84,168.21,22.55,21.18,0
9.05,170.24,12.33,0.4,2.98,3.18,0
176.39,170.37,170.11,8.11,6.03,83.87,0
137.61,25.72,123.45,127.07,31.63,35.04,0
28.53,42.38,127.24,122.16,40.64,131.12,0
2.29,2.01,1.05,2.94,176.07,3.84,0
5.78,5.58,176.32,9.72,5.86,5.07,0
4.47,4.17,2.98,3.22,3.88,4.12,0
2.3,1.95,173.72,3.46,3.43,3.8,0
131.53,4.3,3.79,2.6,165.52,164.95,1
177.58,8.91,1.54,1.53,2.01,3.38,0
4.77,3.45,3.96,4.28,175.04,6.07,0
7.17,175.1,6.03,2.71,3.19,6.65,0
4.32,4.35,116.76,176.13,3.53,5.25,0
7.67,170,7.49,6.19,9.14,8.47,0
1.85,1.09,0.81,4.26,175.64,3.71,0
4.43,2.82,0.96,3.75,174.04,4.19,0
5.46,177.94,2.5,1.62,2.02,4.46,0
175.78,11.74,12.2,9.48,84.35,170.07,1
98.03,95.63,86.94,0.45,0.27,98.9,0
9.62,9.47,166.74,12.3,6.46,5.4,0
6.01,2.73,5.51,5.96,4.04,4.34,0
20.1,13.76,22.05,159.6,159.15,159.86,0
3.61,4.26,2.86,10.36,177.14,3.75,0
3.91,2.91,1.45,3.05,2.51,3.19,0
4.67,3.44,1.88,27,173.07,119.52,0
5.99,4.35,3.83,4.84,5.49,176.21,0
17.48,159.66,110.02,168.94,11.06,14.75,0
3.25,2.03,2.09,4.22,176.74,4.61,0
7.58,175.13,5.98,1.12,2.53,2.36,0
177.32,47.22,4.55,3.8,2.07,1.32,0
61.61,10.83,171.49,50.53,28.43,145.49,0
7.48,6.63,176.71,3.83,3.91,6.94,0
5.59,2.75,3.99,176.3,116.31,9.55,0
174.96,178.26,175.63,2.65,2.52,119.81,0
12.46,12.38,3.68,175.56,5.38,5.62,0
64.43,67.55,63.1,109.13,110.47,62.65,0
2.78,2.12,2,2.13,2.07,3.27,0
6.59,6.73,2.67,138.27,173.61,97.76,0
3.15,5.46,6.38,11.55,100.68,175.66,0
173.81,6.57,11.53,173.88,5.27,174.7,0
17.06,14.16,50.9,145.23,155.63,142.11,0
122.57,134.97,131.68,37.32,46.58,61.55,0
176.89,1.42,1.07,1.68,174.75,3.11,1
177.4,170.71,169.98,9.09,3.2,2.36,0
176.4,158.6,9.6,2.57,2.91,3.89,0
14.52,8.74,11.09,173.55,18.85,16.51,0
169.97,15.5,10.54,7.96,7.04,7.61,0
16.21,160.72,173.63,4.9,0.9,7.1,0
7.69,11.14,13.17,10.16,174.8,6.92,0
3.46,1.92,9.27,175,175.97,8.69,0
4.41,162.06,146.03,4.45,0.99,89.74,0
5.67,16.08,16.23,7.64,60.52,169.51,0
20.02,164.62,9.36,3.54,4.9,163.62,0
94.93,94.07,90.3,82.43,82.69,96.45,0
3.09,159.5,34.66,1.48,12.65,13.01,0
5.6,9.48,1.51,2.14,2.14,3.49,0
3.26,4.18,2.69,2.17,4.07,1.62,0
13.92,16.06,12.65,156.85,31.36,8.95,0
16.86,8.21,172.12,164.26,5.86,12.47,0
10.17,10.43,176.48,13.64,12.99,12.33,0
9.91,18.67,175.04,3.61,7.23,174.51,0
24.57,154.18,114.57,151.39,24.34,24.7,0
12.43,164.91,43.99,2.23,0.38,13.93,0
3.81,35.45,7.3,163.22,7.96,78.66,0
7.35,5.86,173.28,6.1,3.85,5.82,0
5.13,6.94,7.17,3.89,6.91,6.94,0
6.23,5.46,1.01,3.22,173.73,173.74,0
3.73,2.54,176.44,2.87,1.36,1.43,0
3.56,2.38,5.69,175.5,4.69,3.47,0
26.32,158.09,132.97,18.51,15.61,26.87,0
30.16,3.96,168.13,8.08,75.48,14.05,0
7.6,5.9,2.14,7.65,171.72,7.74,0
3.08,1.47,2.14,177.36,2.56,3.03,0
6.23,6.61,2.19,10.85,169.17,6.91,0
12.84,14.44,174.57,108.62,25.69,22.4,0
172.19,3.85,3.45,3.02,2.49,90.74,0
1.88,6.74,173.75,5.57,4.71,4.55,0
4.01,85.68,166.58,5.1,6.17,4.72,0
3.1,7.44,174.81,4.23,11.07,2.97,0
4.21,5,175.36,4.41,3.38,3.62,0
90.84,1.01,69.73,4.02,7.75,3.25,0
94.94,91.36,79.43,84.16,87.42,96.16,0
