@relation feature_vector

@attribute alpha_one numeric
@attribute alpha_two numeric
@attribute alpha_three numeric
@attribute alpha_four numeric
@attribute alpha_five numeric
@attribute alpha_six numeric
@attribute watermarked {1,0}

@data
12.99,9.15,168.03,68.96,11.31,8.97,0
173.25,156.53,7.37,8.11,7.27,3.56,0
13.69,164.49,14.1,4.32,8.87,10.82,0
18.13,18.86,17.92,163.07,18.91,16.85,0
15.6,16.48,6.13,47.74,152.21,6.61,0
15.11,165.74,38.32,172.21,6.53,9.27,0
13.75,5.14,10.04,145.69,149.64,16.74,0
7.28,8.1,172.63,7.63,6.26,6.98,0
27.7,6.95,156.47,67.03,15.47,18.77,0
12.8,8.33,10.42,163.69,172.28,169.45,0
131.47,129.28,60.63,30.14,28.55,129.86,0
6.39,82.46,165.21,5.8,13.45,14.67,0
88.51,88.97,66.98,70.38,72.72,94.21,0
173.93,3.33,23.29,12.39,13.94,49.53,0
42.17,38.15,146.44,114.23,29.31,152.76,0
19.41,11.93,1.24,163.15,170.48,18.91,0
26.14,11.54,163.13,80.97,15.55,17.66,0
139.98,21.26,153.08,162.75,20.78,117.56,0
6.66,6.7,3.16,5.31,5.39,4.44,0
1.8,9.97,17.49,20.28,20.25,21.65,0
169.64,146.35,21.66,11.25,8.08,9.6,0
9.34,9.04,8.88,8.76,25.8,170.95,0
175.55,8.41,7.88,7.13,12.18,12.65,0
135.65,115.99,112.32,99.51,49.97,52.85,0
172.69,26.6,10.55,13.05,9.05,8.35,0
11.19,173.07,10.2,8.51,10.85,15.8,0
132.28,116.84,106.41,76.72,55.68,56.25,0
170.8,13.14,10.44,172.36,6.28,161.75,0
9.86,7.36,2.32,158.56,148.9,11.51,0
64.05,99.06,127.12,120.55,49.88,70.61,0
6.07,7.9,12.48,12.62,78.4,174.59,0
39.77,40.47,24.53,146.51,102.45,22,0
4.13,142.72,97.17,33.32,20.67,21.73,0
123.16,62.39,99.85,115.97,65.02,103.85,0
3.85,5.17,5.17,3.79,8.22,7.28,0
7.1,128.47,155.21,5.45,18.26,14.46,0
174.89,4.95,5.87,6.62,8.31,9.93,0
16.07,11.09,8.57,8.37,14.3,13.77,0
9.29,9.49,10.69,14.35,124.92,167.81,0
110.58,125.52,41.73,36.24,59.32,59.81,0
13.55,11.91,8.26,7.27,13.58,171.29,0
29.59,163.06,162.96,22.47,3.34,1.57,0
167.85,167.38,102.07,0.22,7.75,15.57,0
177.48,178.35,169.88,11.97,2.54,2.35,0
169.59,146.9,26.23,25.07,36.46,142.16,0
11.38,7.44,3.01,16.04,169.55,99.03,0
5.77,6.73,7.37,6.55,6.23,5.15,0
14.2,4.05,168.42,93.35,7.66,15.15,0
10.48,14.51,9.5,11.29,73.21,169.12,0
14.44,3.15,2.71,2.91,13.59,167.31,0
6.23,7.3,14.14,15.35,165.12,20.08,0
6.88,107.47,11.31,51.64,7.86,74.59,0
5.91,6.23,7.23,176.28,9.8,6.44,0
88.44,167.84,11.82,3.66,10.26,166.59,0
14.4,10.96,6.82,110.73,151.22,4.82,0
11.94,10.88,72.09,169.36,8.94,20.51,0
11,168.31,52.52,15.15,23.65,22.33,0
6.97,13.69,6.04,165.96,73.41,7.4,0
10.32,23.6,19.29,12.21,102.09,156.91,0
19.12,3.33,84.39,146.34,12.03,30.23,0
38.88,38.88,51.26,126.34,122.43,119.38,0
8.38,8.24,4.73,5.1,174.64,3.34,0
13.95,5.73,5.14,4.79,107.2,167.74,0
4.56,2.72,2.38,3.83,3.88,4.53,0
166.07,26.29,5.39,5.46,12.99,4,0
129.33,79.24,48.52,130.24,128.52,51.56,0
131.6,20,109.37,105.5,41.61,120.07,0
110.62,28.82,150.07,73.33,22.55,157.65,0
7.26,8.48,11.68,15.79,1.56,8.72,0
128.65,55.42,131.14,47.68,40.8,103.81,0
23.47,13.5,9.23,105.74,134.67,15.09,0
55.03,12.94,8.14,12.53,13.76,167.37,0
31.32,22.24,154.49,46.94,38.5,152.63,0
9.53,4.9,3.59,171.71,10.85,173.07,0
150.46,163.95,15.29,12.46,10.08,16.5,0
15.33,16.02,162.86,28.04,9.17,8.64,0
1.11,3.64,3.73,16.02,161.08,19.34,0
7.4,12.52,14.13,165.46,23.27,12.1,0
6.97,10.33,167.82,25.51,11.32,9.08,0
172.38,19.27,17.73,55.05,145.98,150.99,1
9.25,9.35,10.34,7.47,8.43,9.2,0
27.51,25.13,153.21,49.94,148.55,102.58,0
169.42,170.33,3.83,2.2,7.96,172.04,0
7.54,10.79,25.61,154.83,152.19,9.54,0
18.58,169.86,7.67,21.07,6.89,6.79,0
100.45,160.07,21.09,13.3,6.66,14.9,0
154.7,18.71,12.51,33.39,153.66,26.5,1
9.77,158.93,47.6,0.95,5.31,18.08,0
12.82,30.67,163.84,7.7,10.51,12.17,0
170.17,171.63,104.98,3.83,2.1,19.71,0
13.62,10.46,7.31,105.5,155.13,3.33,0
165.56,21.32,6.36,5.82,13.14,58.28,0
13.75,87.2,173.61,172.63,2.06,3.71,0
48.23,29.73,35.33,42.8,30.09,157.19,0
8.14,11.85,6.6,6.54,116.3,157.94,0
27.33,20.61,155.42,100.81,26.48,156.15,0
29.29,19.71,12.62,10.11,13.35,164.74,0
124.28,13.94,9.26,153.55,148.33,145.72,1
2.82,169.41,17.49,3.75,3.89,5.54,0
24.31,20.48,15.2,12.88,16.84,164.61,0
14.89,11.26,6.96,113.06,149.33,8.61,0
6.28,14.87,169.88,7.84,14.22,13.96,0
103.24,38.96,74.68,71.49,100.29,137.54,1
171.57,8.3,25.41,12.79,15.3,14.62,0
26.44,160.51,107.36,3.17,2.89,6.61,0
104.5,4.07,2.95,6.44,4.34,170.99,0
9.38,11.73,173.42,13.13,8.13,7.97,0
127.76,131.55,128.41,51.11,30.54,51.7,0
18.02,9.16,166.53,70.25,14.67,17.51,0
8.18,8.38,4.81,7.84,7.7,5.67,0
25.11,142.06,22.93,149.41,93.06,24.21,0
7.07,7.89,7.08,175.61,12.48,8.22,0
54.71,71.68,108.68,62.71,43.22,90.31,0
82.88,100.91,59.84,113.98,65.29,78.42,0
97.55,93.9,41.55,61.48,69.88,63.02,0
15.31,161.33,14.57,14.11,9.49,8.24,0
7.28,5.5,5.1,171.06,13.28,10.57,0
7.6,11.73,171.46,11.96,5.83,6.48,0
5.99,5.44,3.69,14.66,170.14,11.46,0
32.48,151.23,20.07,140.44,133.74,27.21,0
166.87,90.57,13.69,7.27,17.47,7.72,0
0.46,5.03,5.51,0.62,2.67,3.02,0
20.73,87.5,148.03,150.13,23.57,129.08,0
27.99,8.48,171.69,5.75,6.84,12.52,0
104.04,33.54,69.15,75.05,22.34,103.11,0
118.94,152.55,24,35.45,154.79,25.08,0
31.77,28.47,32.76,16.32,52.65,146.83,0
10.82,7.88,5.03,7.92,8.31,10.73,0
17.43,21.5,15.25,14.58,12.23,158.72,0
5.18,174.39,29.31,168.32,7.35,7.4,0
170.26,96.04,7.17,7.72,9.69,9.67,0
73.81,69.4,106.48,66.48,123,107.2,0
176.15,11.2,6.39,4.7,10.35,20.03,0
15.33,82.08,170.45,5.63,11.68,12.67,0
8.2,4.58,31.04,169.96,5.55,17.15,0
173.16,5.95,5.97,171.93,4.65,173.58,0
14.17,4.54,172.13,23.33,170.47,115.46,0
5.83,5.75,170.66,7.53,15.68,15.71,0
23.62,74.02,170.02,9.28,12.06,15.33,0
118.33,65.69,100.82,102.44,43.03,112.45,0
9.84,9.85,8.72,175.04,18.58,14.48,0
153.76,21.57,20.09,17.35,161.9,163.58,1
99.51,98.14,73.84,140.14,56.9,130.82,0
5.83,9.24,9.43,6.55,13.91,12.28,0
12.67,13.31,8.36,8.68,8.45,6.36,0
45.61,40.68,142.68,141.8,57.43,33.33,0
22.08,15.3,11.97,73.87,144.32,15.89,0
7.65,171.34,9.34,3.69,3.56,0.2,0
22.57,27.63,152.78,79.77,139.96,24.52,0
16.57,14.52,13.13,13.14,144.08,161.19,0
3.17,42.63,156.91,6.58,15.55,12.76,0
6.75,4.21,3.84,1.14,7.19,5.36,0
6.1,5.87,5.07,171.9,10.33,11.39,0
13.13,4.15,9.79,171.22,176,165.48,0
30.89,24.8,9.47,147.4,156.16,23.01,0
157.45,159.2,156.79,9.6,12.21,117.02,0
108.91,71.62,63.4,109.45,135.52,65.49,0
174.53,15.9,10.09,9.63,81.47,168.18,1
7.65,11.05,16.38,20.69,161.71,60.32,0
12.86,153.61,32.91,12.91,5.81,8.09,0
6.02,2.78,4.54,173.9,5.2,6.12,0
163.84,27.35,9.08,14.25,165.98,93.86,1
107.9,109.04,163.67,58.43,58.42,121.2,0
2.31,3.63,169.46,9.12,7.98,2.2,0
10.89,10.81,8.44,11.04,17.49,168.65,0
5.92,145.97,106.32,5.55,9.24,9.31,0
175.23,9.58,5.99,5.3,5.67,5.13,0
14.12,14.73,19.82,24.91,154.72,108.18,0
9.51,12.58,8.58,7.75,7.73,7.16,0
31.85,16.1,155.04,145.42,146.1,34.5,0
14.06,177.42,11.95,5.78,6.89,8.52,0
172.8,7.38,7.46,8.42,172.06,156.95,1
163.34,14.9,21.18,34.61,24.15,155.61,0
35.9,34.6,102.81,122.84,123.1,104.89,0
71.21,157.66,27.99,10.83,4.49,5.97,0
55.37,50.58,43.92,98.02,119.75,47.22,0
164.4,161.9,28.85,10.45,20.69,17.5,0
16.91,7.55,3.39,11.98,9.27,14.2,0
16.71,10.17,169.38,25.67,13.49,12.9,0
163.67,98,20.69,170.26,27.38,13.87,0
144.32,115.47,136.57,37.74,37.6,35.62,0
21,20.34,110.38,40.24,116.44,19.28,0
1.12,3.95,2.8,177.82,174.78,3.53,0
15.93,148.65,31.34,7.57,36.61,149.49,0
9.27,5.21,5.61,5.8,171.66,8.6,0
162.42,2.75,10.17,10,3.24,80.78,0
19.5,54.98,162.35,29.78,81,155.93,0
18.23,17.75,12.55,11.47,24.93,162.36,0
19.48,23.02,21.5,101.08,134.26,27.09,0
52.15,75.55,65.81,123.59,59.71,81.74,0
13.58,14.17,16.73,7.56,13.03,12.04,0
170.39,10.35,5.29,4.04,4.4,19.04,0
72.1,4.87,7.99,82.38,161.9,8.26,0
10.64,9.77,10.47,8.56,20.68,168.04,0
13.07,9.23,19.83,179.13,172.81,89.7,0
9.77,9.03,7.11,118.17,167.08,163.36,0
8.81,8.43,8.05,169.61,13.88,14.86,0
6.35,5.62,4.09,5.41,3.8,5.03,0
74.55,156.43,19.85,21.88,39.35,164.95,0
17.6,16.44,11.7,12.36,24.43,163.13,0
3.18,0.91,1.18,11.2,165.54,14.97,0
65.15,89.35,113.86,62.7,101.86,40.75,0
15.81,23.29,12.36,163.86,66,162.92,0
15.01,19.35,12.96,144.16,153.56,15.14,0
30.22,150.31,28.93,4.6,2.94,2.41,0
16.04,17.82,39.97,144.06,146.53,174.28,0
119.09,116.55,43.84,114.86,87.81,51.48,0
16.82,16.63,9.35,11.02,9.56,161.29,0
18.72,9.96,167.01,92.45,10.75,11.22,0
17.1,20.43,152.84,24.35,157.06,26.27,0
13.32,13.11,12.51,14.33,80.62,170.13,0
6.7,6.48,6.61,172.82,6.48,9.66,0
34.74,145.6,15.65,11.27,9.98,11.96,0
164.58,28.09,10.96,11.77,16.44,16.38,0
17.98,17.7,10.36,28.81,167.35,5.67,0
20.23,20.42,18.9,164.06,14.54,10.61,0
6.55,6.68,6.33,3.81,13.89,172.88,0
3,3.07,3.07,71.18,7.56,172.89,0
10.96,166.79,12.47,12.73,12.96,12.64,0
93.4,156.69,23.95,11.84,7.41,10.52,0
132.61,51.22,27.51,45.94,33.46,134.63,0
8.85,15.04,15.63,20.69,70.02,168.94,0
21.48,158.13,26.88,7.09,12.07,159.14,0
151.79,152.49,156.87,4.84,11.42,15.2,0
23.59,11.75,12.94,41.13,7.62,154.82,0
2.25,151.47,95.79,3.45,5.53,4.77,0
18.13,161.4,15.55,3.11,9.26,9,0
77.94,97.8,52.63,114.46,88.35,67.58,0
166.76,27.19,69.39,165.98,12.59,13.15,0
13.68,8.24,5.56,31.82,157.09,6.46,0
22.3,27.05,15.7,16.77,67.42,140.28,0
170.69,8.18,9.98,16.15,12.12,120.29,0
8.16,14.94,8.34,12.3,12.45,3.64,0
2.22,75.27,13.77,139.06,4.77,128.1,0
12.58,11.97,8.64,178.4,9.84,9.76,0
7.11,9.87,7.4,6.91,77.23,168.44,0
13.94,14.96,14.48,8.02,68.54,168.81,0
11.58,7.44,7.62,4.99,15,162.77,0
14.32,14.18,63.66,152.86,29.79,18.17,0
70.09,57.59,117.28,63.92,100.66,130.46,0
9.11,7.08,7.9,12.51,14.15,166.07,0
8.28,8.16,3.44,173.27,7.22,7.2,0
23.84,54.36,157.59,21.41,18.11,13.15,0
8.99,9.06,1.75,171.52,116.15,4.7,0
16.74,17.78,160.4,25.31,17.52,18.13,0
9.76,9.43,5.26,11.37,11.36,12.18,0
158.53,135.67,12.7,161.33,19.62,14.15,0
170.73,163.04,162.91,11.2,10.59,9.88,0
10.22,9.1,11.89,3.52,10.2,10.85,0
120.28,152.97,25.75,12.42,85.6,153.92,0
158.13,155.19,152.8,27.14,8.54,20.18,0
3.17,6.27,12.18,16.15,163.23,17.34,0
3.36,10.58,8.95,7.01,15.49,19.25,0
45.98,47.16,132.79,13.83,118.47,46.31,0
22.2,7.4,69.16,137.8,23.61,151.41,0
173.63,90.19,8.94,7.98,9.02,8.26,0
12.81,12.83,5.99,7.02,10.9,159.09,0
162.78,166.96,143.47,38.2,9.23,5.63,0
138.94,96.27,20.54,136.44,35.23,34.66,0
10.81,10.87,9.6,11.51,11.36,11.44,0
2.13,10.06,11.47,11.96,89.11,173.69,0
36.75,35.45,133.22,74.55,45.42,133.14,0
66.36,114.94,43.59,127.56,62.88,42.72,0
3.62,1.49,0.52,0.79,2.67,3.37,0
7.88,14.26,168.34,7.44,4.22,5.36,0
146.44,144.58,35.33,13.05,25.67,157.29,0
162.88,18.64,10.41,12.21,22.16,22.12,0
171.36,155.73,12.71,14.01,7.36,14.71,0
114.64,56.72,56.23,57.82,121.52,122.58,1
80.25,97.23,35.78,80.5,96.84,80.35,0
39.35,44.77,134.77,14.3,128.05,39.82,0
57.15,55.13,124.78,52.58,120.95,63.41,0
46.19,44.78,62.43,112.6,111.85,151.69,0
7.87,7.93,8.11,167.66,13.46,13.4,0
13.21,12.28,7.38,17.45,14.15,13.42,0
39.26,33.52,133.9,92.06,44.44,138.25,0
5.62,12.4,162.31,59.27,172.49,7.1,0
59.04,51.52,130.8,64.24,147.15,43.8,0
27.93,11.4,159.46,45.02,13.76,11.54,0
165.11,3.81,4.2,5.07,13.83,12.97,0
16.21,14.62,9.22,9.45,23.51,168.01,0
116.1,42.86,127.96,59.98,42.24,64.11,0
13.72,18.49,7.53,165.61,78.7,13.42,0
10.27,10.75,11.31,11.2,9.53,6.82,0
23.32,18.14,156.89,51.74,8.38,22.33,0
9.91,170.1,9.46,8.66,9.21,9.02,0
15.98,17.22,37.2,142.18,145.05,165.98,0
11.59,8.98,8.2,13.29,166.71,12.56,0
15.11,12.39,64.46,158.42,18.7,20.06,0
156.76,152.75,76.17,14.79,19.36,160.92,0
99.41,59.03,83.82,77.72,89.24,93.01,0
39.27,52.27,132.77,143.57,35.88,52.55,0
12.78,6.5,11,9.17,144.16,153.79,0
165.13,168.17,4.82,4.9,9,2.52,0
171.61,80.46,12.6,13.43,10.24,3.62,0
6.54,9.77,7.62,6.45,5.2,6.2,0
11.82,7.09,7.83,8.91,172.01,27.93,0
147.16,35.88,91.07,145.41,24.49,31.11,0
9.45,10.37,8.86,8.2,7.72,8.78,0
91.18,5.25,12.28,13.05,172.71,171.68,1
3.43,78.45,159.43,4.07,18.07,11.98,0
4.36,8.82,6.58,4.66,172.05,163.08,0
79.44,59.63,98.86,81.36,97.48,82.2,0
20.24,168.5,12.86,12.89,7.31,7.63,0
21.01,16.49,13.1,12.34,65.16,157.76,0
10.47,8.15,8.36,12.22,16.96,162.07,0
14.14,15.75,62.6,155.35,23.46,16.67,0
151.67,30.34,10.29,10.1,21.44,20.2,0
36.33,133.55,131.57,52.25,52.16,43.63,0
15.9,13.72,166.65,19.98,93.86,165.59,0
97.84,79.99,102.62,97.71,70.56,78.3,0
7.02,15.67,18.68,82.59,14.75,165.61,0
19.14,77.5,17.67,156.15,7.48,19.35,0
175.65,156.31,14.03,14.01,7.21,5.37,0
104.48,9.67,96.36,78.98,85.22,75.34,0
18.28,18.71,11.7,12.87,9.66,161.79,0
129.35,130.38,122.12,34.94,45.17,46.44,0
152.48,9.29,18.54,24.16,147.53,160.19,1
17.13,15.49,15.67,18.58,31.07,162.06,0
161.1,18.23,16.62,7.46,7.32,12.06,0
5.29,12.55,12.98,6.12,14.02,13.13,0
38.72,43.88,25.17,7.19,135.87,143.98,0
92.43,78.21,93.27,85.93,56.88,73.17,0
4.95,9.78,171.87,6.85,5.08,5.09,0
4.18,4.46,4.23,5.4,1.54,5.04,0
43.43,40.12,139.21,37.28,132.12,44.1,0
124.52,128.57,18.59,60.68,55.9,36.84,0
12.35,11.26,8.84,8.53,8.91,166.57,0
49.77,46.27,98.01,60.59,117.59,43.5,0
10.1,9.62,10.43,15.77,13.45,12.41,0
56.51,51.58,114.05,66.63,83.89,48.11,0
17.88,19.58,19.55,32.08,74.29,161.12,0
13.4,71.42,168.01,9.23,10.04,9.6,0
90.48,168.94,8.88,9.16,16.48,16.07,0
74,169.61,168.18,12.45,3.26,1.79,0
32.92,165.03,13.14,11.45,8.07,7.68,0
11.37,164.43,11.25,12.24,18.04,17.99,0
8.11,7.12,7.5,7.21,12.15,172.61,0
18.68,9,3.23,50.31,161.57,4.43,0
12.7,41.68,153.72,10.1,29.69,30.51,0
158.53,7.01,6.46,5.95,4.98,95.9,0
10.17,12.61,13.69,11.51,13.1,12.79,0
13.78,13.82,11.92,19.5,72.5,166.29,0
25.54,24.52,17.65,164.75,73.76,153.28,0
95.28,68.06,65.06,115.18,44.69,86.47,0
140.26,15.73,29.19,19.12,13.02,81.91,0
127.53,157.96,26.42,9.45,2.27,10.91,0
11.82,170.6,4.73,6.26,9.13,11.78,0
156.47,19.07,15.35,20.12,32.6,35.01,0
172.32,40.37,11.37,11.52,8.05,9.96,0
0.76,6.28,6.08,169.71,171.95,177.49,0
10.36,8.71,8.43,171.74,76.56,9.42,0
169.88,2.31,2.94,2.44,177.98,90.11,1
12.81,12.15,2.33,135.04,95.98,2.81,0
11.53,75.98,155.74,9.28,12.69,13.49,0
10.01,9.38,9.74,10.66,170.85,28.82,0
17.57,17.38,17.43,7.15,12.54,18.08,0
22.54,21.96,16.51,12.96,71.27,155.16,0
17.76,7.11,6.95,18.67,168.56,32.19,0
33.17,131.26,39.33,140.77,57.55,38.47,0
76.79,25.01,24.8,20.66,18.52,160.59,0
14.75,48.06,123.47,120.19,106.29,47.62,0
32.46,16.57,82.68,153.36,13.48,151.74,0
11.87,11.23,10.03,10.01,30.65,169.51,0
22.37,28.77,149.28,64.01,133.43,102.78,0
85.88,160.26,15.17,7.43,12.21,9.92,0
10,9.41,5.53,6.19,5.59,171.11,0
89.78,179.12,16.79,173.63,4.78,9.45,0
8.27,11.28,18.06,22.6,157.98,21.52,0
151.24,165.94,166.12,9.96,7.69,26.17,0
22.92,72.88,98.86,89.36,89.38,73.93,0
4.86,2.52,2.74,14.18,163.88,13.77,0
135.47,52.87,50.22,129.55,129.71,49.36,0
77.65,77.62,36.31,79.11,92,118.48,0
1.49,1.95,176.85,3.04,5.14,2.6,0
168.07,14.67,9.42,1.84,7.83,171.83,0
27.86,170.88,10.35,5.38,6.47,14.6,0
13.13,10.68,10.88,8.55,83.83,165.56,0
4.1,1.74,2.12,110.59,147.87,3.2,0
3.85,163.81,85.62,6.87,5.6,5.47,0
166.73,165.3,22.61,9.31,13.89,13.4,0
45.19,126.49,67.07,49.85,121.41,93.33,0
32.03,32.57,15.02,15.07,78.31,142.22,0
24.05,22.18,155.61,75.33,19.61,17.46,0
159.5,68.99,20.48,19.01,22.5,17.27,0
157.51,7.1,170.83,47.05,4.32,162.18,0
144.05,9.83,15.03,10.63,6.95,93.63,0
10.23,6.61,9,7.54,84.4,169.86,0
107.41,84.41,60.59,118.71,69.72,72.76,0
146.39,24.14,17.9,31.15,154.33,87.64,1
78.81,27.89,77.78,99.9,101.51,101.09,0
120.47,96.9,96.46,62.9,63.83,65.37,0
9.63,13.38,169.51,12.26,6.23,6.37,0
90.06,8.66,8.43,24.82,25.01,153.21,0
5.06,6.6,6.65,9.36,171.2,82.86,0
20.17,1.32,4.12,9.11,7.84,166.94,0
9.71,8.33,10.53,154.88,171.25,176.87,0
6.04,8.13,8.8,15.38,16.61,16.67,0
74.01,76.54,85.82,94.76,57.46,104.1,0
12.47,13.74,166.28,149.97,18.11,16.93,0
7.43,7.98,173.88,7.43,13.28,11.99,0
98.11,9.77,8.32,20.25,43.43,144.23,0
13.53,25.24,24.45,146.89,15.06,166.33,0
142.85,41.95,96.23,124.24,54.47,87.92,0
12.06,10.79,11.88,11.36,16.94,15.85,0
173.08,160.47,5.17,5.74,5.41,5.51,0
172.4,172.69,7.58,4.49,7.61,168.64,0
34.24,47.16,36.87,107.3,126.32,90.45,0
168.68,173.77,148.59,13.66,8.02,11.99,0
23.7,37.64,151.41,30.48,120.33,156.67,0
154.74,21.76,24.56,26.37,151.71,156.4,1
65.32,57.29,111.08,65.92,96.81,31.48,0
117.62,78.9,39.59,142.01,77.26,63.71,0
42.21,38.18,37.38,137.9,25.32,136.63,0
21.3,21.12,15.38,13.25,33.69,154.62,0
10.01,9.81,14.06,18.46,12.89,10.29,0
14.15,13.66,2.08,158.46,144.12,0.95,0
13.2,13.15,41.23,149.3,21.86,33.86,0
12.83,12.36,70.03,156.18,21.17,17.02,0
19.48,26.18,52.81,123.96,129.6,22.66,0
47.31,38.15,152.7,21.89,42.82,123.31,0
40.06,32.46,40.36,140.31,37.01,36.65,0
17.49,12.08,8.98,97.26,140.03,8.21,0
170.35,162.03,11.84,8.39,8.29,8.13,0
25.81,24.06,157.46,153.13,72.22,23.09,0
8.3,11.38,2.27,10.03,8.86,6.16,0
4.91,5.28,1.29,14.58,164.67,14.79,0
11.58,4.94,95.65,131.47,11.68,18.83,0
10.44,84.36,157.39,11.29,12.97,10.68,0
164.93,10.05,177.73,2.42,12.33,13.89,0
10.71,11.06,4.99,5.59,5.48,5.22,0
12.54,12.1,7.92,5.95,8.65,171.19,0
157.52,36.37,11.02,10.13,21.2,23.19,0
0.56,0.98,168.63,2.79,59.42,162.45,0
96.12,30.2,2.23,18.57,146.46,142.3,1
1.9,2.32,2.33,2.28,174.62,175.2,0
156.11,156.04,18.95,166.73,4.94,21.09,0
65.39,85.8,114.91,113.34,43.08,65.01,0
16.36,168.6,114.73,7.16,17.18,16.93,0
10.11,9.2,13.34,167.99,14.8,13.08,0
166.65,37.26,9.46,7.34,11.37,7.32,0
6.55,7.75,7.73,9.4,9.25,9.31,0
22.09,18.73,11.6,44.19,150.32,5.89,0
165.91,82.26,12.83,12.5,15.47,13.05,0
25.04,23.65,18.63,14.65,71.81,156.3,0
89.26,99.28,76.07,49.2,76.75,92.7,0
31.7,25.29,44.13,138.03,136.45,36.69,0
8.49,7.08,10.39,172.81,12.84,14.53,0
29.87,68.3,151.85,27.83,140.86,32.87,0
44.44,45.48,36.61,130.77,113.79,33.87,0
170.85,27.11,6.33,6.99,6.19,9.92,0
169.41,11.31,8.12,9.4,10.56,11.16,0
19.69,159.97,171.95,168.83,7.62,6.72,0
8.85,5.75,6.07,9.9,169.91,10.02,0
15.97,15.46,12.15,16.71,17.45,5.22,0
170.86,121.46,41.28,8.42,19.38,10.8,0
7.07,92.03,139.74,5.14,18.56,17.78,0
17.73,12.85,124.04,159.59,156.79,134.23,0
151.47,72.2,17.58,17.39,20.76,28.89,0
10.53,16.08,163.06,62.8,14.51,11.61,0
5.82,3.66,2.64,9.9,170.01,7.1,0
6.1,6.33,19.64,163.91,9.07,46,0
98.97,5.18,5.88,16.75,15.07,160.45,0
12.99,15.21,7.74,147.06,142.12,9.7,0
34.68,41.02,44.59,137.93,62.33,148.88,0
10.78,10.64,9.61,9.98,68.14,170.19,0
77.43,11.73,14.18,4.59,7.6,174.22,0
9.65,9.74,169.22,12.68,7.06,8.33,0
5.6,7.82,8.79,12.23,165.21,14.02,0
4.83,6.27,84.1,162.3,5.45,9.15,0
79.92,54.29,96.92,102.75,66.8,74.85,0
16.19,14.05,164.43,57.85,11.04,11.19,0
8.14,9.19,2.5,176.99,157.19,6.7,0
7.1,7.49,22.57,160.64,159.18,14.26,0
89.25,146.67,22.89,25.93,148.37,29.42,0
9.24,5.58,169.57,80.51,8.11,7.42,0
9.27,4.11,51.99,150.85,7.03,13.59,0
2.69,6.09,10.13,20.96,159.08,19.07,0
171.72,120.51,5.35,5.26,6.01,6.26,0
3.35,4.7,4.4,4.64,5.43,177.54,0
154.83,21.33,16.06,28.61,144.14,154.86,1
4.09,7.51,11.52,165.56,5.4,7.6,0
12.06,26.62,156.38,19.6,30.28,10.05,0
12.01,63.02,153.9,14.67,20.61,20.66,0
14.58,11.9,164.51,91.18,12.51,12.45,0
17.97,6.42,3.94,7.71,96.38,159.66,0
92.57,17.11,10.99,166.5,14.33,168.31,0
143.51,64.36,109.96,102.97,83.87,61.02,0
64.82,29.26,111.52,114.15,40.32,64.39,0
19.68,23.11,157.73,48.45,32.71,33.06,0
150.01,17.94,21.15,16.99,20.44,20.48,0
9.97,9.68,8.43,151.79,171.49,8.25,0
61.88,29.9,58.72,118.21,106.05,71.48,0
6.7,1.54,164.74,15.05,13.1,11.41,0
8.6,86.06,150.31,6.04,18.44,18.46,0
12.91,12.93,12.29,9.45,9.11,9.39,0
17.4,17.52,10.49,11.85,28.64,163.87,0
136.38,124.22,41.81,38.43,39.48,133.43,0
7.95,7.74,7.81,8.7,14.48,14.85,0
26.9,44.86,139.95,28.32,25.29,28.67,0
32.81,142.8,22.18,9.22,13.48,8.37,0
73.64,15.73,166.36,11.61,10.35,163.05,0
16.28,11.22,153.23,62.85,7.77,5.65,0
12.58,12.2,9.53,76.67,151.85,7.68,0
5.48,90.99,174.33,0.77,4.84,4.77,0
21.72,155.1,25.93,151.62,132.43,31.95,0
7.24,172.61,4.77,6.44,176.8,2.51,0
27.35,166.68,4.14,11.1,6.73,3.43,0
5.43,18.86,161.71,6.48,5.29,4.93,0
10.59,10.5,12.14,169.06,15.72,12.62,0
7.92,13.45,16.89,172.84,166.6,63.37,0
96.87,11.84,105.99,13.87,49.77,10.28,0
7.17,169.34,9.57,8.08,5.6,5.79,0
10.58,10.12,7.01,9.05,7.09,7.13,0
10.86,6.18,5.07,5.95,176.77,20.2,0
4.66,7.16,177.58,3.8,4.67,5.64,0
88.84,45.91,65.91,111.18,105.53,91.36,0
164.42,3.07,4.09,5.07,5.07,161.87,0
179.5,1.32,8.29,9.52,166.89,19.27,1
44.5,0.91,4.27,171.07,127.53,154.16,0
2.4,1.92,2.95,4.16,4.91,3.24,0
18.89,19.21,6.9,150.27,142.7,8.04,0
7.94,8.88,9.07,8.84,14.34,17.84,0
75.44,33.98,130.47,48.86,30.52,121.65,0
165.48,82.54,19.62,159.48,16.81,17.87,0
22.81,23.49,34.32,19.85,153.42,72.17,0
7.25,169.69,10.38,10.21,4.26,6.86,0
57.79,128.83,81.79,30.59,41.66,132.76,0
14.22,21.21,9.71,12.94,14.35,157.33,0
12.02,8.72,5.05,10.4,11.11,14.6,0
167.14,84.85,9.67,6.92,12.39,11.03,0
4.98,100.45,12.81,13.1,4.56,4.69,0
29.03,13.91,15.69,164.42,149.23,150.07,0
159.61,10.92,124.73,143.58,10.13,15.91,0
18.16,150.14,25.64,155.85,21.4,10.1,0
73.41,46.98,114.06,107.06,34.3,69.06,0
